ID,Title,Description,Thumbnail url,Channel name,Views,Likes,Comments,Duration in seconds,Duration in minutes,Duration in timestamp,Duration,Uploaded Time,Video url,TOPICS,TOPIC SEQ,Parse
207,Stop Failing Tech Interviews Master These Spring Boot Design Pattern Scenarios Questions Code Decode,"In this video of code decode we have explained scenarion design pattern which can be asked by interviewer 


Udemy Course Discounted Link
https://www.udemy.com/course/master-spring-boot-microservice-angular-with-k8s-cicd-aws/?couponCode=APRIL2025

Top scenario based design patterns interview question

** You have an **`**Order**`** class with many optional fields. What pattern would you use to create immutable **`**Order**`** objects efficiently?**

The `@Builder` annotation in Java (typically from **Lombok**) helps implement the **Builder Pattern** without manually writing all the boilerplate code.

### Scenario : Performance Optimization for Expensive API Calls
Your application interacts with a third-party payment gateway that charges per API call. However, some customers repeatedly request the same transaction status, even when it hasn’t changed.

- How would you design the system to reduce unnecessary API calls while still ensuring up-to-date transaction status?
- What risks exist if every request is directly forwarded to the third-party API without any intervention?


### 5. Decorator Pattern
**Scenario: You need to add caching functionality to an existing service without modifying its code. How would you achieve this?
**Answer: Scenario: Adding Caching Functionality Without Modifying Service Code

You have an existing service, and you want to add caching functionality to it, but you cannot modify the original service code. The goal is to enhance the service by introducing caching capabilities, ensuring that repeated requests don't need to recompute or re-fetch the same data, improving performance.

### Scenario: Real-Time Notifications for Stock Price Updates
Your application provides real-time stock price tracking for users. Each user can choose which stocks they want to track, and they should receive real-time updates when the stock price changes.

- How would you design the system to ensure that only the relevant users are notified when the price of a stock they are interested in changes?
- What challenges could arise if every user manually checks the stock prices at regular intervals instead of receiving updates when changes occur?



Mock Interview Playlist:
https://www.youtube.com/playlist?list=PLyHJZXNdCXsdKpIT19C1nlZH_HROXyROF

Most Asked Core Java Interview Questions and Answers: https://youtube.com/playlist?list=PLyHJZXNdCXscoyL5XEZoHHZ86_6h3GWE1

Advance Java Interview Questions and Answers: https://youtube.com/playlist?list=PLyHJZXNdCXsexOO1VQ4vs-BM2-8CKrixd

Java 8 Interview Questions and Answers:
 https://youtube.com/playlist?list=PLyHJZXNdCXsdeusn4OM33415DCMQ6sUKy

Hibernate Interview Questions and Answers:
https://youtube.com/playlist?list=PLyHJZXNdCXsdC-p2186C6NO4FpadnCC_q

Spring Boot Interview Questions and Answers: 
https://youtube.com/playlist?list=PLyHJZXNdCXsexOO1VQ4vs-BM2-8CKrixd

Angular Playlist: 
 https://www.youtube.com/watch?v=CAl7RQSdq2Q&list=PLyHJZXNdCXsfxRtDwtGkDD_lLfTWc1g0i
SQL Playlist: https://www.youtube.com/playlist?list=PLyHJZXNdCXse86eLuwy5uZohd_bddE9Ni

GIT: https://youtube.com/playlist?list=PLyHJZXNdCXscpl6pxOnL2lRWJlzvzjyZE

Subscriber and Follow Code Decode
Subscriber Code Decode: https://www.youtube.com/c/CodeDecode?sub_confirmation=1
LinkedIn : https://www.linkedin.com/in/codedecodeyoutube/ 
Instagram: https://www.instagram.com/codedecode25/

#jpa   #codedecode  #interviewquestions",https://i.ytimg.com/vi/d83mm2SWYxM/maxresdefault.jpg,Code Decode,19351,515,60,2164,36.07,36:04:00,"36 Minutes, 4 Seconds",2025-04-16T16:51:12,https://www.youtube.com/watch?v=d83mm2SWYxM,LLD,15,
225,Top 5 Design Pattern Interview Questions and Answers you know before Interview in 2025 | Code Decode,"In this video of code decode we have explained top 5 design pattern interview questions one know before appearing interview 

Udemy Course Discounted coupon codehttps://www.udemy.com/course/master-spring-boot-microservice-angular-with-k8s-cicd-aws/?couponCode=CODEDECODEOCTOBER

🎯 Master the 5 Most Important Design Patterns Every Java Developer Must Know!

If you’re preparing for Java interviews or building scalable backend systems, understanding design patterns is a game changer.
In this video, we’ll break down 5 powerful and frequently asked design patterns in Java — explained in the simplest and most practical way possible.

🔥 Topics Covered:

Singleton Design Pattern – Why and how to ensure only one instance exists

Factory Method Design Pattern – Creating objects without exposing logic

Strategy Design Pattern – Switching algorithms dynamically

Observer Design Pattern – Building event-driven systems

Builder Design Pattern – Creating complex objects step by step

💡 What You’ll Learn:

Real-world examples where each pattern is used

Common interview questions and how to answer them

Thread-safety concepts like volatile and double-checked locking

How these patterns apply to Spring Boot and modern Java applications

👨‍💻 Perfect For:

Java developers preparing for interviews

Backend engineers building enterprise-grade applications

Anyone who wants to write cleaner, reusable, and maintainable code

If you found this helpful, don’t forget to like, share, and subscribe for more Java and Spring Boot interview prep videos!

#Java #DesignPatterns #SpringBoot #CodeDecode #JavaInterview #BackendDevelopment #ProgrammingTips


Mock Interview Playlist:
https://www.youtube.com/playlist?list=PLyHJZXNdCXsdKpIT19C1nlZH_HROXyROF

Most Asked Core Java Interview Questions and Answers: https://youtube.com/playlist?list=PLyHJZXNdCXscoyL5XEZoHHZ86_6h3GWE1

Advance Java Interview Questions and Answers: https://youtube.com/playlist?list=PLyHJZXNdCXsexOO1VQ4vs-BM2-8CKrixd

Java 8 Interview Questions and Answers:
 https://youtube.com/playlist?list=PLyHJZXNdCXsdeusn4OM33415DCMQ6sUKy

Hibernate Interview Questions and Answers:
https://youtube.com/playlist?list=PLyHJZXNdCXsdC-p2186C6NO4FpadnCC_q

Spring Boot Interview Questions and Answers: 
https://youtube.com/playlist?list=PLyHJZXNdCXsexOO1VQ4vs-BM2-8CKrixd

Angular Playlist: 
 https://www.youtube.com/watch?v=CAl7RQSdq2Q&list=PLyHJZXNdCXsfxRtDwtGkDD_lLfTWc1g0i
SQL Playlist: https://www.youtube.com/playlist?list=PLyHJZXNdCXse86eLuwy5uZohd_bddE9Ni

GIT: https://youtube.com/playlist?list=PLyHJZXNdCXscpl6pxOnL2lRWJlzvzjyZE

Subscriber and Follow Code Decode
Subscriber Code Decode: https://www.youtube.com/c/CodeDecode?sub_confirmation=1
LinkedIn : https://www.linkedin.com/in/codedecodeyoutube/ 
Instagram: https://www.instagram.com/codedecode25/

#fullstack   #codedecode  #interviewquestions",https://i.ytimg.com/vi/X9Vxvjk31dc/maxresdefault.jpg,Code Decode,15406,404,25,1149,19.15,19:09,"19 Minutes, 9 Seconds",2025-10-09T14:51:13,https://www.youtube.com/watch?v=X9Vxvjk31dc,LLD,15,
227,All About Solid Principles in 2025 | Interview Questions and Answers | Java | Code Decode,"What is solid principles Interview Questions is the most common one which almost all developers have faced

Udemy Course Discounted coupon code
https://www.udemy.com/course/master-spring-boot-microservice-angular-with-k8s-cicd-aws/?couponCode=CODEDECODENOVEMBER

You’ve probably heard terms like Single Responsibility, Open/Closed, or Dependency Inversion — but do you truly know how to apply them in real projects?

In this video, I’ll explain SOLID principles like never before — with real-world analogies that actually make sense.
Forget the boring textbook explanations — here, every concept connects to something you’ve experienced in daily life.
You’ll finally understand why SOLID exists, how it keeps your code clean, and how it saves you from writing the kind of code that breaks every time you add a new feature.

We’ll go deep into the five core principles — Single Responsibility, Open/Closed, Liskov Substitution, Interface Segregation, and Dependency Inversion — but instead of theory, you’ll see how each one connects to real scenarios you deal with in development.

Think of your classes like roles in a restaurant.
The chef cooks, the waiter serves, the cashier handles billing.
When one person tries to do everything, chaos follows — that’s how most developers write code without realizing they’re violating the Single Responsibility Principle.
Or imagine a car that lets you add accessories — a dashcam, a charger, a roof rack — without touching the engine. That’s the Open/Closed Principle in real life.

Every principle in SOLID solves a real-world pain point:

Code that breaks when you add features.

Classes that grow uncontrollably.

Systems where one small change causes five new bugs.

Modules that are impossible to test or reuse.

Following SOLID turns that chaos into clarity.
Your code becomes modular, testable, extensible, and maintainable — the kind of structure real companies expect from senior engineers.

This isn’t about memorizing definitions.
It’s about understanding how to design better software, the way top developers and architects do.
You’ll see how SOLID helps you write systems that grow without breaking — whether it’s a Java microservice, an e-commerce platform, or a Spring Boot backend.

By the end of this video, you’ll not only remember what each letter in SOLID stands for — you’ll feel the logic behind them.
You’ll understand why these five rules are the difference between junior-level code and production-grade systems.
If you’ve ever struggled with messy, tightly coupled, hard-to-test code, this video will open your eyes to what clean architecture truly means.

And once you see SOLID through this real-world lens, you’ll never write code the same way again.


Mock Interview Playlist:
https://www.youtube.com/playlist?list=PLyHJZXNdCXsdKpIT19C1nlZH_HROXyROF

Most Asked Core Java Interview Questions and Answers: https://youtube.com/playlist?list=PLyHJZXNdCXscoyL5XEZoHHZ86_6h3GWE1

Advance Java Interview Questions and Answers: https://youtube.com/playlist?list=PLyHJZXNdCXsexOO1VQ4vs-BM2-8CKrixd

Java 8 Interview Questions and Answers:
 https://youtube.com/playlist?list=PLyHJZXNdCXsdeusn4OM33415DCMQ6sUKy

Hibernate Interview Questions and Answers:
https://youtube.com/playlist?list=PLyHJZXNdCXsdC-p2186C6NO4FpadnCC_q

Spring Boot Interview Questions and Answers: 
https://youtube.com/playlist?list=PLyHJZXNdCXsexOO1VQ4vs-BM2-8CKrixd

Angular Playlist: 
 https://www.youtube.com/watch?v=CAl7RQSdq2Q&list=PLyHJZXNdCXsfxRtDwtGkDD_lLfTWc1g0i
SQL Playlist: https://www.youtube.com/playlist?list=PLyHJZXNdCXse86eLuwy5uZohd_bddE9Ni

GIT: https://youtube.com/playlist?list=PLyHJZXNdCXscpl6pxOnL2lRWJlzvzjyZE

Subscriber and Follow Code Decode
Subscriber Code Decode: https://www.youtube.com/c/CodeDecode?sub_confirmation=1
LinkedIn : https://www.linkedin.com/in/codedecodeyoutube/ 
Instagram: https://www.instagram.com/codedecode25/

#solidprinciples    #codedecode  #interviewquestions",https://i.ytimg.com/vi/bCpwWu2wumA/maxresdefault.jpg,Code Decode,5963,165,24,1810,30.17,30:10:00,"30 Minutes, 10 Seconds",2025-11-06T16:12:55,https://www.youtube.com/watch?v=bCpwWu2wumA,LLD,15,
,,,,,,,,,,,,,,,15.5,
,,,,,,,,,,,,,,,15.5,
44,Spring Boot Interview Questions and Answer | Most asked / Tricky Interview Questions | Code Decode,"In this video of code decode, Top Spring Boot Interview Questions and Answers for freshers and Experience candidates we have covered some top spring boot interview questions that has been asked over the years to canditates

Udemy Course of Code Decode on Microservice k8s AWS CICD link:
https://openinapp.co/udemycourse

Course Description Video : 
https://yt.openinapp.co/dmjvd

Spring Boot makes it easy to create stand-alone, production-grade Spring based Applications that you can ""just run"". Spring Boot helps you accelerate application development.

 It looks at your classpath and at the beans you have configured, makes reasonable assumptions about what you are missing, and adds those items. With Spring Boot, you can focus more on business features and less on infrastructure.

For all Spring applications, you should start with the Spring Initializr. The Initializr offers a fast way to pull in all the dependencies you need for an application and does a lot of the setup for you.

Spring Boot Interview questions are usually tricky ones and we need to practice them before appearing for spring boot interviews.

A very common question asked is what is @SpringBootAnnotation

@SpringBootApplication is a convenience annotation that adds all of the following:

@Configuration: Tags the class as a source of bean definitions for the application context.

@EnableAutoConfiguration: Tells Spring Boot to start adding beans based on classpath settings, other beans, and various property settings. For example, if spring-web MVC is on the classpath, this annotation flags the application as a web application and activates key behaviors, such as setting up a DispatcherServlet.

@ComponentScan: Tells Spring to look for other components, configurations, and services in the com/example package, letting it find the controllers.

This video of spring boot interview question and answers contains Top basic important spring boot interview questions and answers with Live Demo

Spring Boot Interview Question and Answers Part 2: https://youtu.be/RZNV9hi7a8w

-------------------------------------------------------------------------------------------------------------------------------------

Code Decode Playlists

Most Asked Core Java Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXscoyL5XEZoHHZ86_6h3GWE1

Advance Java Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXsexOO1VQ4vs-BM2-8CKrixd

Java 8 Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXsdeusn4OM33415DCMQ6sUKy

Hibernate Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXsdC-p2186C6NO4FpadnCC_q

Spring Boot Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXsexOO1VQ4vs-BM2-8CKrixd

Angular Playlist :  https://www.youtube.com/watch?v=CAl7RQSdq2Q&list=PLyHJZXNdCXsfxRtDwtGkDD_lLfTWc1g0i

GIT : https://youtube.com/playlist?list=PLyHJZXNdCXscpl6pxOnL2lRWJlzvzjyZE

-------------------------------------------------------------------------------------------------------------------------------------
Subscriber and Follow Code Decode

Subscriber Code Decode : https://www.youtube.com/c/CodeDecode?sub_confirmation=1

Linkedin : https://www.linkedin.com/in/codedecodeyoutube/ 

Instagram : https://www.instagram.com/codedecode25/

--------------------------------------------------------------------------------------------------------------------------------------

#springbootinterviewquestions #javainterviewquestions #java #codedecode #springboot",https://i.ytimg.com/vi/1vg1Qg6cugc/maxresdefault.jpg,Code Decode,630734,8216,662,2344,39.07,39:04:00,"39 Minutes, 4 Seconds",2020-10-03T15:27:44,https://www.youtube.com/watch?v=1vg1Qg6cugc,SB,16,
46,Spring Boot Interview Questions And Answer | Spring Boot Interview Question Part 2 | Code Decode,"In this video of code decode Spring Boot Interview Questions And Answer for experienced and fresher we have covered some frequently asked spring boot interview questions and answers

Udemy Course of Code Decode on Microservice k8s AWS CICD link:
https://openinapp.co/udemycourse

Course Description Video : 
https://yt.openinapp.co/dmjvd

Spring Boot Interview Questions And Answers || Spring Boot Tricky Interview Questions [MOST ASKED]

Spring Boot makes it easy to create stand-alone, production-grade Spring based Applications that you can ""just run"". Spring Boot helps you accelerate application development.

 It looks at your classpath and at the beans you have configured, makes reasonable assumptions about what you are missing, and adds those items. With Spring Boot, you can focus more on business features and less on infrastructure.

For all Spring applications, you should start with the Spring Initializr. The Initializr offers a fast way to pull in all the dependencies you need for an application and does a lot of the setup for you.

Spring Boot Interview questions are usually tricky ones and we need to practice them before appearing for spring boot interviews.

A very common question asked is what is @SpringBootAnnotation

@SpringBootApplication is a convenience annotation that adds all of the following:

@Configuration: Tags the class as a source of bean definitions for the application context.

@EnableAutoConfiguration: Tells Spring Boot to start adding beans based on classpath settings, other beans, and various property settings. For example, if spring-web MVC is on the classpath, this annotation flags the application as a web application and activates key behaviors, such as setting up a DispatcherServlet.

@ComponentScan: Tells Spring to look for other components, configurations, and services in the com/example package, letting it find the controllers.

This video of spring boot interview questions and answers contains Top basic important spring boot interview questions and answers with a Live Demo.

Part 2 here contains a live demo and code base for multiple interview questions like :
Spring boot interview questions for experienced includes these imp questions
What is Spring Actuator? What are its advantages?

An actuator is a manufacturing term that refers to a mechanical device for moving or controlling something. Actuators can generate a large amount of motion from a small change.

In Spring boot whenever something goes wrong we need to debug and go through logs to see the issue.

Using Spring Actuator, you can access those flows like what bean is created, what is the CPU usage. And many more features.

By Default Exposed HTTP endpoints can be seen at 
http://localhost:8090/actuator/httptrace.

How to create custom Endpoints -?
This can be  achieved by adding the following annotations:
@Endpoint and @Component to class
@ReadOperation, @WriteOperation, or @DeleteOperation on method-level

@ReadOperation maps to HTTP GET
@WriteOperation maps to HTTP POST
@DeleteOperation maps to HTTP DELETE


This end point Displays HTTP trace information (by default, the last 100 HTTP request-response exchanges). Requires an HttpTraceRepository bean.

YAML and properties file difference and why to use YAML over properties file is also covered in this video.

-------------------------------------------------------------------------------------------------------------------------------------

Code Decode Playlists

Most Asked Core Java Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXscoyL5XEZoHHZ86_6h3GWE1

Advance Java Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXsexOO1VQ4vs-BM2-8CKrixd

Java 8 Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXsdeusn4OM33415DCMQ6sUKy

Hibernate Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXsdC-p2186C6NO4FpadnCC_q

Spring Boot Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXsexOO1VQ4vs-BM2-8CKrixd

Angular Playlist :  https://www.youtube.com/watch?v=CAl7RQSdq2Q&list=PLyHJZXNdCXsfxRtDwtGkDD_lLfTWc1g0i

GIT : https://youtube.com/playlist?list=PLyHJZXNdCXscpl6pxOnL2lRWJlzvzjyZE

-------------------------------------------------------------------------------------------------------------------------------------
Subscriber and Follow Code Decode

Subscriber Code Decode : https://www.youtube.com/c/CodeDecode?sub_confirmation=1

Linkedin : https://www.linkedin.com/in/codedecodeyoutube/ 

Instagram : https://www.instagram.com/codedecode25/

--------------------------------------------------------------------------------------------------------------------------------------
#codedecode #springBootInterviewQuestions #SpringBoot",https://i.ytimg.com/vi/RZNV9hi7a8w/maxresdefault.jpg,Code Decode,232529,2939,236,2394,39.9,39:54:00,"39 Minutes, 54 Seconds",2020-11-13T10:29:15,https://www.youtube.com/watch?v=RZNV9hi7a8w,SB,16,
74,Top Spring Interview Questions and Answers for Freshers and Experienced | Code Decode,"In this video of code decode we have covered most asked spring interview questions and answers for freshers and experienced  

Udemy Course of Code Decode on Microservice k8s AWS CICD link:
https://openinapp.co/udemycourse

Course Description Video : 
https://yt.openinapp.co/dmjvd

What is Spring Framework?
Its an open source java application development framework which supports building of all types of java applications like web application, DB Driven application, Enterprise applications etc.

What are the features of Spring Framework?
LightWeight : Spring jars are smaller in size ie. 10 MBs. And these don’t need heavy weight application servers to.
Spring Container : It takes care of object creation , initialization and managing object dependencies.

What do you mean by IoC (Inversion of Control) Container?
Represents the inversion of responsibility of  object creation, initialization and destruction (life cycle management) from application to Spring Container.

In normal Programming, we create object with New Keyword.
In Spring We depend on Container to provide us with the required dependency Object.

How is the configuration metadata provided to the spring container?
There are 3 ways of providing the configuration metadata.
XML based
Annotation Based : Instead of the XML approach, the beans can be configured into the component class itself by using annotations on the relevant class, method, or field declaration.
Annotation wiring is not active in the Spring container by default. This has to be enabled in the Spring XML configuration file as shown below: context:annotation-config

Java configuration Based:
Spring Framework introduced key features as part of new Java configuration support. This makes use of the @Configuration annotated classes and @Bean annotated methods. Note that:
@Bean annotation has the same role as the bean element.
Classes annotated with @Configuration allow to define inter-bean dependencies by simply calling other @Bean methods in the same class


Most Asked Core Java Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXscoyL5XEZoHHZ86_6h3GWE1

Advance Java Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXsexOO1VQ4vs-BM2-8CKrixd

Java 8 Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXsdeusn4OM33415DCMQ6sUKy

Hibernate Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXsdC-p2186C6NO4FpadnCC_q

Spring Boot Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXsexOO1VQ4vs-BM2-8CKrixd

Angular Playlist :  https://www.youtube.com/watch?v=CAl7RQSdq2Q&list=PLyHJZXNdCXsfxRtDwtGkDD_lLfTWc1g0i

GIT : https://youtube.com/playlist?list=PLyHJZXNdCXscpl6pxOnL2lRWJlzvzjyZE

Subscriber and Follow Code Decode

Subscriber Code Decode : https://www.youtube.com/c/CodeDecode?sub_confirmation=1

Linkedin : https://www.linkedin.com/in/codedecodeyoutube/ 

Instagram : https://www.instagram.com/codedecode25/

#codedecode #bubblesortalgorithm #sortingalgorithmjava",https://i.ytimg.com/vi/BdAIx9LTuG4/maxresdefault.jpg,Code Decode,171118,2102,139,1014,16.9,16:54,"16 Minutes, 54 Seconds",2021-07-23T15:48:17,https://www.youtube.com/watch?v=BdAIx9LTuG4,SB,16,
80,Spring Interview Question and Answers for fresher and experienced part 2 | Code Decode,"In this video of code decode we have covered most asked spring interview questions and answers for freshers and experienced  

Udemy Course of Code Decode on Microservice k8s AWS CICD link:
https://openinapp.co/udemycourse

Course Description Video : 
https://yt.openinapp.co/dmjvd

What do you mean by IoC (Inversion of Control) Container?
Represents the inversion of responsibility of  object creation, initialization and destruction (life cycle management) from application to Spring Container.

In normal Programming, we create object with New Keyword.
In Spring We depend on Container to provide us with the required dependency Object.

How is the configuration metadata provided to the spring container?
There are 3 ways of providing the configuration metadata.
XML based
Annotation Based : Instead of the XML approach, the beans can be configured into the component class itself by using annotations on the relevant class, method, or field declaration.
Annotation wiring is not active in the Spring container by default. This has to be enabled in the Spring XML configuration file as shown below: context:annotation-config

Java configuration Based:
Spring Framework introduced key features as part of new Java configuration support. This makes use of the @Configuration annotated classes and @Bean annotated methods. Note that:
@Bean annotation has the same role as the bean element.
Classes annotated with @Configuration allow to define inter-bean dependencies by simply calling other @Bean methods in the same class

Difference between Applicationcontext and Beanfactory IOC Container

 What are the bean scopes available in Spring?
There are 5 scopes available : 

Singleton: The scope of bean definition while using this would be a single instance per IoC container.

Prototype: Here, the scope for a single bean definition can be any number of object instances.

Request: The scope of the bean definition is an HTTP request.

Session: Here, the scope of the bean definition is HTTP-session.

Global-session: The scope of the bean definition here is a Global HTTP session.

What is a Spring configuration file
Spring configuration file is a file with .xml extension and the file contains information about the classes and interfaces and their dependencies. Using this file the spring container controls the life cycle of a spring bean and achieve Dependency Injection.

What do you understand by Dependency Injection?

IOC is achieved Through DI in spring. In DI you don’t create objects, you describe how they should be created. It can be done in two ways :
Constructor Injection : Here, the IoC container invokes the class constructor with a number of arguments where each argument represents a dependency on the other class.

Setter Injection: Here, the spring container calls the setter methods on the beans after invoking a no-argument static factory method or default constructor to instantiate the bean.

For non primitive properties, we can use Autowire feature. If you use autowiring, spring container automatically initialises the dependencies of that bean. Beans are fetched from contents of application context.

Difference between Constructor and setter Injection?

Types of Auto Wiring?

There are 4 types of autowiring:
byType
byName
constructor
No



Promotional Links
Registration link:https://relvl.co/cb2

Most Asked Core Java Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXscoyL5XEZoHHZ86_6h3GWE1

Advance Java Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXsexOO1VQ4vs-BM2-8CKrixd

Java 8 Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXsdeusn4OM33415DCMQ6sUKy

Hibernate Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXsdC-p2186C6NO4FpadnCC_q

Spring Boot Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXsexOO1VQ4vs-BM2-8CKrixd

Angular Playlist :  https://www.youtube.com/watch?v=CAl7RQSdq2Q&list=PLyHJZXNdCXsfxRtDwtGkDD_lLfTWc1g0i

GIT : https://youtube.com/playlist?list=PLyHJZXNdCXscpl6pxOnL2lRWJlzvzjyZE

Subscriber and Follow Code Decode

Subscriber Code Decode : https://www.youtube.com/c/CodeDecode?sub_confirmation=1

Linkedin : https://www.linkedin.com/in/codedecodeyoutube/ 

Instagram : https://www.instagram.com/codedecode25/

#codedecode #springconcept #springinterviewquestions",https://i.ytimg.com/vi/WHoEeYcdq5M/maxresdefault.jpg,Code Decode,207404,1411,97,995,16.58,16:35,"16 Minutes, 35 Seconds",2021-08-18T09:58:44,https://www.youtube.com/watch?v=WHoEeYcdq5M,SB,16,
109,Annotations in Spring boot with Explanation| Spring boot Interview Questions and Answers Code Decode,"In this video of code decode we have explained about Annotations in Spring boot. Annotations in spring boot is very important Interview in Spring boot interview questions and answers.

Udemy Course of Code Decode on Microservice k8s AWS CICD link:
https://openinapp.co/udemycourse

Course Description Video : 
https://yt.openinapp.co/dmjvd

Spring boot annotations

Spring Boot is the most popular Java framework. Spring Boot built upon  spring framework. It minimize the amount of configuration and boilerplate code you need to get started.

The Java provided support for Annotations from Java 5.0.
Prior to that, the behavior of the Spring Framework was largely controlled through XML configuration. Today, the use of annotations provide us tremendous capabilities in how we configure the Spring Framework.

Spring Annotations are a form of metadata. Annotations are used to provide supplemental information about a program. It does not have a direct effect on the operation of the code they annotate. It does not change the action of the compiled program.
 
@SpringBootApplication

It is a combination of three annotations 
@EnableAutoConfiguration,
@ComponentScan, and 
@Configuration.

if you see at their parent packages: 
org.springframework.boot.autoconfigure.EnableAutoConfiguration
org.springframework.context.annotation.Configuration
org.springframework.context.annotation.ComponentScan

So we can say this Spring boot annotations can’t exist on its own. It needs spring framework annotations to work. 

Annotations on annotations-@Target

@Target tag is used to specify at which type, the annotation is used.

The java.lang.annotation.ElementType enum declares many constants to specify the type of element where annotation is to be applied such as TYPE, METHOD, FIELD etc. Let's see the constants of ElementType enum:

Element Types Where the annotation can be applied
TYPE class, interface or enumeration
FIELD fields
METHOD methods
CONSTRUCTOR constructors
LOCAL_VARIABLE local variables
ANNOTATION_TYPE annotation type
PARAMETER parameter

Annotations on annotations-@Retention

@Retention annotation is used to specify to what level annotation will be available.

RetentionPolicy.SOURCE - refers to the source code, discarded during compilation. It will not be available in the compiled class.

RetentionPolicy.CLASS refers to the .class file, available to java compiler but not to JVM . It is included in the class file.

RetentionPolicy.RUNTIME refers to the runtime, available to java compiler and JVM .

Annotations on annotations-@Inherited @Documented

By default, annotations are not inherited to subclasses. The @Inherited annotation marks the annotation to be inherited to subclasses.

The @Documented Marks the annotation for inclusion in the documentation.

 @Configuration
 Tags the class as a source of bean definitions for the application context.

Point to note-
The main application class is also a bean, as it's annotated with @Configuration, which is a @Component.

@EnableAutoConfiguration

The @EnableAutoConfiguration annotation enables Spring Boot to auto-configure the application context. Therefore, it automatically creates and registers beans based on both the included jar files in the classpath and the beans defined by us, implicitly @EnableAutoConfiguration annotation, which makes Spring Boot create many beans automatically, relying on the dependencies in pom.xml file.

For example, when we define the spring-boot-starter-web dependency in our classpath, Spring boot auto-configures Tomcat and Spring MVC.

If you have added tomcat-embedded.jar then it tries to intellectually configure TomcatServletWebServerFactory if you do not have specified explicitly as ServletWebServerFactory bean.  Hence, this auto-configuration has less precedence in case we define our own configurations. 



Most Asked Core Java Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXscoyL5XEZoHHZ86_6h3GWE1

Advance Java Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXsexOO1VQ4vs-BM2-8CKrixd

Java 8 Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXsdeusn4OM33415DCMQ6sUKy

Hibernate Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXsdC-p2186C6NO4FpadnCC_q

Spring Boot Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXsexOO1VQ4vs-BM2-8CKrixd

Angular Playlist :  https://www.youtube.com/watch?v=CAl7RQSdq2Q&list=PLyHJZXNdCXsfxRtDwtGkDD_lLfTWc1g0i

SQL Playlist : https://www.youtube.com/playlist?list=PLyHJZXNdCXse86eLuwy5uZohd_bddE9Ni

GIT : https://youtube.com/playlist?list=PLyHJZXNdCXscpl6pxOnL2lRWJlzvzjyZE

Subscriber and Follow Code Decode

Subscriber Code Decode : https://www.youtube.com/c/CodeDecode?sub_confirmation=1

LinkedIn : https://www.linkedin.com/in/codedecodeyoutube/ 

Instagram : https://www.instagram.com/codedecode25/

#codedecode #Springbootannotations #springbootinterviewquestionsandanswers",https://i.ytimg.com/vi/NKhNnBvufGI/maxresdefault.jpg,Code Decode,146622,3230,139,1196,19.93,19:56,"19 Minutes, 56 Seconds",2022-05-11T14:08:39,https://www.youtube.com/watch?v=NKhNnBvufGI,SB,16,
